id,version,location,area,method,species,pokemon,level,chance,conditions,note
27961,crystal,kanto-victory-road,2f,walk,onix,onix,32,20,time/time-night,
27966,crystal,kanto-victory-road,2f,walk,onix,onix,33,20,time/time-morning,
27971,crystal,kanto-victory-road,2f,walk,onix,onix,33,20,time/time-day,
27976,crystal,kanto-victory-road,2f,walk,golbat,golbat,34,10,time/time-day,
27981,crystal,kanto-victory-road,2f,walk,golbat,golbat,34,10,time/time-morning,
27986,crystal,kanto-victory-road,2f,walk,sandslash,sandslash,35,5,time/time-day,
27991,crystal,kanto-victory-road,2f,walk,sandslash,sandslash,35,5,time/time-morning,
27996,crystal,kanto-victory-road,2f,walk,rhydon,rhydon,35,5,time/time-morning,
28001,crystal,kanto-victory-road,2f,walk,rhydon,rhydon,35,5,time/time-day,
28006,crystal,kanto-victory-road,3f,walk,graveler,graveler,34-40,50,time/time-night,
28011,crystal,kanto-victory-road,3f,walk,golbat,golbat,34,30,time/time-night,
28016,crystal,kanto-victory-road,3f,walk,graveler,graveler,34,30,time/time-day,
28021,crystal,kanto-victory-road,3f,walk,graveler,graveler,34,30,time/time-morning,
28026,crystal,kanto-victory-road,3f,walk,rhyhorn,rhyhorn,32,30,time/time-morning,
28031,crystal,kanto-victory-road,3f,walk,rhyhorn,rhyhorn,32,30,time/time-day,
28036,crystal,kanto-victory-road,3f,walk,onix,onix,33,20,time/time-morning,
28041,crystal,kanto-victory-road,3f,walk,onix,onix,32,20,time/time-night,
28046,crystal,kanto-victory-road,3f,walk,onix,onix,33,20,time/time-day,
28051,crystal,kanto-victory-road,3f,walk,golbat,golbat,34,10,time/time-day,
28056,crystal,kanto-victory-road,3f,walk,golbat,golbat,34,10,time/time-morning,
28061,crystal,kanto-victory-road,3f,walk,sandslash,sandslash,35,5,time/time-day,
28066,crystal,kanto-victory-road,3f,walk,sandslash,sandslash,35,5,time/time-morning,
28071,crystal,kanto-victory-road,3f,walk,rhydon,rhydon,35,5,time/time-morning,
28076,crystal,kanto-victory-road,3f,walk,rhydon,rhydon,35,5,time/time-day,
28081,crystal,lake-of-rage,whole-area,old-rod,magikarp,magikarp,10,100,,
28086,crystal,lake-of-rage,whole-area,good-rod,magikarp,magikarp,20,90,,
28091,crystal,lake-of-rage,whole-area,good-rod,gyarados,gyarados,20,10,,
28096,crystal,lake-of-rage,whole-area,super-rod,magikarp,magikarp,40,70,,
28101,crystal,lake-of-rage,whole-area,super-rod,gyarados,gyarados,40,30,,
28106,crystal,lake-of-rage,whole-area,surf,magikarp,magikarp,10-19,90,,
28111,crystal,lake-of-rage,whole-area,surf,gyarados,gyarados,15-19,10,,
28116,crystal,mt-moon,1f,walk,geodude,geodude,8-10,35,time/time-morning,
28121,crystal,mt-moon,1f,walk,geodude,geodude,8-10,35,time/time-night,
28126,crystal,mt-moon,1f,walk,geodude,geodude,8-10,35,time/time-day,
28131,crystal,mt-moon,1f,walk,zubat,zubat,6,30,time/time-morning,
28136,crystal,mt-moon,1f,walk,zubat,zubat,6,30,time/time-day,
28141,crystal,mt-moon,1f,walk,zubat,zubat,6,30,time/time-night,
28146,crystal,mt-moon,1f,walk,clefairy,clefairy,8-12,25,time/time-night,
28151,crystal,mt-moon,1f,walk,sandshrew,sandshrew,8,20,time/time-day,
28156,crystal,mt-moon,1f,walk,sandshrew,sandshrew,8,20,time/time-morning,
28161,crystal,mt-moon,1f,walk,paras,paras,12,10,time/time-day,
28166,crystal,mt-moon,1f,walk,paras,paras,12,10,time/time-morning,
28171,crystal,mt-moon,1f,walk,paras,paras,12,10,time/time-night,
28176,crystal,mt-moon,1f,walk,clefairy,clefairy,8,5,time/time-morning,
28181,crystal,mt-moon,1f,walk,clefairy,clefairy,8,5,time/time-day,
28186,crystal,mt-mortar,1f,walk,rattata,rattata,14,30,time/time-night,
28191,crystal,mt-mortar,1f,walk,rattata,rattata,14,30,time/time-day,
28196,crystal,mt-mortar,1f,walk,rattata,rattata,14,30,time/time-morning,
28201,crystal,mt-mortar,1f,walk,zubat,zubat,13,30,time/time-morning,
28206,crystal,mt-mortar,1f,walk,zubat,zubat,13,30,time/time-night,
28211,crystal,mt-mortar,1f,walk,zubat,zubat,13,30,time/time-day,
28216,crystal,mt-mortar,1f,walk,machop,machop,14,20,time/time-morning,
28221,crystal,mt-mortar,1f,walk,machop,machop,14,20,time/time-day,
28226,crystal,mt-mortar,1f,walk,marill,marill,14,20,time/time-night,
28231,crystal,mt-mortar,1f,walk,golbat,golbat,13,10,time/time-morning,
28236,crystal,mt-mortar,1f,walk,golbat,golbat,13,10,time/time-day,
28241,crystal,mt-mortar,1f,walk,golbat,golbat,13,10,time/time-night,
28246,crystal,mt-mortar,1f,walk,raticate,raticate,16,5,time/time-day,
28251,crystal,mt-mortar,1f,walk,raticate,raticate,16,5,time/time-night,
28256,crystal,mt-mortar,1f,walk,raticate,raticate,16,5,time/time-morning,
28261,crystal,mt-mortar,1f,walk,geodude,geodude,14,5,time/time-night,
28266,crystal,mt-mortar,1f,walk,geodude,geodude,14,5,time/time-morning,
28271,crystal,mt-mortar,1f,walk,geodude,geodude,14,5,time/time-day,
28276,crystal,mt-mortar,1f,old-rod,magikarp,magikarp,10,85,,
28281,crystal,mt-mortar,1f,old-rod,goldeen,goldeen,10,15,,
28286,crystal,mt-mortar,1f,good-rod,goldeen,goldeen,20,65,,
28291,crystal,mt-mortar,1f,good-rod,magikarp,magikarp,20,35,,
28296,crystal,mt-mortar,1f,super-rod,goldeen,goldeen,40,70,,
28301,crystal,mt-mortar,1f,super-rod,magikarp,magikarp,40,20,,
28306,crystal,mt-mortar,1f,super-rod,seaking,seaking,40,10,,
28311,crystal,mt-mortar,1f,surf,goldeen,goldeen,15-19,60,,
28316,crystal,mt-mortar,1f,surf,marill,marill,20-24,30,,
28321,crystal,mt-mortar,1f,surf,seaking,seaking,20-24,10,,
28326,crystal,mt-mortar,b1f,walk,zubat,zubat,15-17,60,time/time-morning,
28331,crystal,mt-mortar,b1f,walk,zubat,zubat,15-17,60,time/time-day,
28336,crystal,mt-mortar,b1f,walk,zubat,zubat,15-17,60,time/time-night,
28341,crystal,mt-mortar,b1f,walk,golbat,golbat,17,20,time/time-morning,
28346,crystal,mt-mortar,b1f,walk,golbat,golbat,17,20,time/time-night,
28351,crystal,mt-mortar,b1f,walk,golbat,golbat,17,20,time/time-day,
28356,crystal,mt-mortar,b1f,walk,machop,machop,16,10,time/time-morning,
28361,crystal,mt-mortar,b1f,walk,machop,machop,16,10,time/time-day,
28366,crystal,mt-mortar,b1f,walk,marill,marill,16,10,time/time-night,
28371,crystal,mt-mortar,b1f,walk,raticate,raticate,18,5,time/time-night,
28376,crystal,mt-mortar,b1f,walk,raticate,raticate,18,5,time/time-morning,
28381,crystal,mt-mortar,b1f,walk,raticate,raticate,18,5,time/time-day,
28386,crystal,mt-mortar,b1f,walk,geodude,geodude,16,5,time/time-morning,
28391,crystal,mt-mortar,b1f,walk,geodude,geodude,16,5,time/time-night,
28396,crystal,mt-mortar,b1f,walk,geodude,geodude,16,5,time/time-day,
28401,crystal,mt-mortar,b1f,old-rod,magikarp,magikarp,10,85,,
28406,crystal,mt-mortar,b1f,old-rod,goldeen,goldeen,10,15,,
28411,crystal,mt-mortar,b1f,good-rod,goldeen,goldeen,20,65,,
28416,crystal,mt-mortar,b1f,good-rod,magikarp,magikarp,20,35,,
28421,crystal,mt-mortar,b1f,super-rod,goldeen,goldeen,40,70,,
28426,crystal,mt-mortar,b1f,super-rod,magikarp,magikarp,40,20,,
28431,crystal,mt-mortar,b1f,super-rod,seaking,seaking,40,10,,
28436,crystal,mt-mortar,b1f,surf,goldeen,goldeen,20-24,60,,
28441,crystal,mt-mortar,b1f,surf,marill,marill,20-24,30,,
28446,crystal,mt-mortar,b1f,surf,seaking,seaking,20-24,10,,
28451,crystal,mt-mortar,b1f,gift,tyrogue,tyrogue,10,,,
28456,crystal,mt-mortar,lower-cave,walk,rattata,rattata,14,30,time/time-morning,
28461,crystal,mt-mortar,lower-cave,walk,rattata,rattata,14,30,time/time-day,
28466,crystal,mt-mortar,lower-cave,walk,rattata,rattata,14,30,time/time-night,
28471,crystal,mt-mortar,lower-cave,walk,geodude,geodude,13,30,time/time-day,
28476,crystal,mt-mortar,lower-cave,walk,geodude,geodude,13,30,time/time-night,
28481,crystal,mt-mortar,lower-cave,walk,geodude,geodude,13,30,time/time-morning,
28486,crystal,mt-mortar,lower-cave,walk,raticate,raticate,15,20,time/time-night,
28491,crystal,mt-mortar,lower-cave,walk,machop,machop,15,20,time/time-morning,
28496,crystal,mt-mortar,lower-cave,walk,machop,machop,15,20,time/time-day,
28501,crystal,mt-mortar,lower-cave,walk,raticate,raticate,14,10,time/time-day,
28506,crystal,mt-mortar,lower-cave,walk,raticate,raticate,14,10,time/time-morning,
28511,crystal,mt-mortar,lower-cave,walk,zubat,zubat,14,10,time/time-night,
28516,crystal,mt-mortar,lower-cave,walk,zubat,zubat,15,5,time/time-day,
28521,crystal,mt-mortar,lower-cave,walk,zubat,zubat,15,5,time/time-morning,
28526,crystal,mt-mortar,lower-cave,walk,golbat,golbat,15,5,time/time-night,
28531,crystal,mt-mortar,lower-cave,walk,golbat,golbat,15,5,time/time-morning,
28536,crystal,mt-mortar,lower-cave,walk,golbat,golbat,15,5,time/time-day,
28541,crystal,mt-mortar,lower-cave,walk,marill,marill,15,5,time/time-night,
28546,crystal,mt-mortar,upper-cave,walk,machoke,machoke,32,30,time/time-morning,
28551,crystal,mt-mortar,upper-cave,walk,machoke,machoke,32,30,time/time-day,
28556,crystal,mt-mortar,upper-cave,walk,geodude,geodude,31,30,time/time-night,
28561,crystal,mt-mortar,upper-cave,walk,graveler,graveler,31,30,time/time-morning,
28566,crystal,mt-mortar,upper-cave,walk,graveler,graveler,31,30,time/time-day,
28571,crystal,mt-mortar,upper-cave,walk,graveler,graveler,31,30,time/time-night,
28576,crystal,mt-mortar,upper-cave,walk,raticate,raticate,30,20,time/time-night,
28581,crystal,mt-mortar,upper-cave,walk,geodude,geodude,31,20,time/time-day,
28586,crystal,mt-mortar,upper-cave,walk,geodude,geodude,31,20,time/time-morning,
28591,crystal,mt-mortar,upper-cave,walk,golbat,golbat,30,15,time/time-night,
28596,crystal,mt-mortar,upper-cave,walk,raticate,raticate,30,10,time/time-day,
28601,crystal,mt-mortar,upper-cave,walk,raticate,raticate,30,10,time/time-morning,
28606,crystal,mt-mortar,upper-cave,walk,golbat,golbat,30,5,time/time-morning,
28611,crystal,mt-mortar,upper-cave,walk,golbat,golbat,30,5,time/time-day,
28616,crystal,mt-mortar,upper-cave,walk,machop,machop,28,5,time/time-day,
28621,crystal,mt-mortar,upper-cave,walk,machop,machop,28,5,time/time-morning,
28626,crystal,mt-mortar,upper-cave,walk,marill,marill,28,5,time/time-night,
28631,crystal,mt-mortar,upper-cave,old-rod,magikarp,magikarp,10,85,,
28636,crystal,mt-mortar,upper-cave,old-rod,goldeen,goldeen,10,15,,
28641,crystal,mt-mortar,upper-cave,good-rod,goldeen,goldeen,20,65,,
28646,crystal,mt-mortar,upper-cave,good-rod,magikarp,magikarp,20,35,,
28651,crystal,mt-mortar,upper-cave,super-rod,goldeen,goldeen,40,70,,
28656,crystal,mt-mortar,upper-cave,super-rod,magikarp,magikarp,40,20,,
28661,crystal,mt-mortar,upper-cave,super-rod,seaking,seaking,40,10,,
28666,crystal,mt-mortar,upper-cave,surf,goldeen,goldeen,20-24,60,,
28671,crystal,mt-mortar,upper-cave,surf,marill,marill,25-29,30,,
28676,crystal,mt-mortar,upper-cave,surf,seaking,seaking,25-29,10,,
28681,crystal,mt-silver,1f,walk,graveler,graveler,43,30,time/time-night,
28686,crystal,mt-silver,1f,walk,graveler,graveler,43,30,time/time-morning,
28691,crystal,mt-silver,1f,walk,graveler,graveler,43,30,time/time-day,
28696,crystal,mt-silver,1f,walk,ursaring,ursaring,44,30,time/time-morning,
28701,crystal,mt-silver,1f,walk,ursaring,ursaring,44,30,time/time-day,
28706,crystal,mt-silver,1f,walk,ursaring,ursaring,44,30,time/time-night,
28711,crystal,mt-silver,1f,walk,onix,onix,42,20,time/time-day,
28716,crystal,mt-silver,1f,walk,onix,onix,42,20,time/time-night,
28721,crystal,mt-silver,1f,walk,onix,onix,42,20,time/time-morning,
28726,crystal,mt-silver,1f,walk,golbat,golbat,45-46,10,time/time-night,
28731,crystal,mt-silver,1f,walk,magmar,magmar,45,10,time/time-day,
28736,crystal,mt-silver,1f,walk,magmar,magmar,45,10,time/time-night,
28741,crystal,mt-silver,1f,walk,magmar,magmar,45,10,time/time-morning,
28746,crystal,mt-silver,1f,walk,golbat,golbat,45,5,time/time-morning,
28751,crystal,mt-silver,1f,walk,golbat,golbat,45,5,time/time-day,
28756,crystal,mt-silver,1f,walk,larvitar,larvitar,15-20,5,time/time-morning,
28761,crystal,mt-silver,1f,walk,larvitar,larvitar,15-20,5,time/time-day,
28766,crystal,mt-silver,2f,walk,golbat,golbat,48,30,time/time-morning,
28771,crystal,mt-silver,2f,walk,golbat,golbat,48,30,time/time-day,
28776,crystal,mt-silver,2f,walk,golduck,golduck,48,30,time/time-night,
28781,crystal,mt-silver,2f,walk,machoke,machoke,48,30,time/time-morning,
28786,crystal,mt-silver,2f,walk,machoke,machoke,48,30,time/time-day,
28791,crystal,mt-silver,2f,walk,quagsire,quagsire,45,30,time/time-night,
28796,crystal,mt-silver,2f,walk,golbat,golbat,46,20,time/time-night,
28801,crystal,mt-silver,2f,walk,ursaring,ursaring,47,20,time/time-day,
28806,crystal,mt-silver,2f,walk,ursaring,ursaring,47,20,time/time-morning,
28811,crystal,mt-silver,2f,walk,parasect,parasect,46-48,15,time/time-day,
28816,crystal,mt-silver,2f,walk,parasect,parasect,46-48,15,time/time-night,
28821,crystal,mt-silver,2f,walk,parasect,parasect,46-48,15,time/time-morning,
28826,crystal,mt-silver,2f,walk,misdreavus,misdreavus,45,5,time/time-night,
28831,crystal,mt-silver,2f,walk,larvitar,larvitar,15-20,5,time/time-morning,
28836,crystal,mt-silver,2f,walk,larvitar,larvitar,15-20,5,time/time-day,
28841,crystal,mt-silver,2f,old-rod,magikarp,magikarp,10,85,,
28846,crystal,mt-silver,2f,old-rod,goldeen,goldeen,10,15,,
28851,crystal,mt-silver,2f,good-rod,goldeen,goldeen,20,65,,
28856,crystal,mt-silver,2f,good-rod,magikarp,magikarp,20,35,,
28861,crystal,mt-silver,2f,super-rod,goldeen,goldeen,40,70,,
28866,crystal,mt-silver,2f,super-rod,magikarp,magikarp,40,20,,
28871,crystal,mt-silver,2f,super-rod,seaking,seaking,40,10,,
28876,crystal,mt-silver,2f,surf,seaking,seaking,35-39,60,,
28881,crystal,mt-silver,2f,surf,golduck,golduck,40-44,30,,
28886,crystal,mt-silver,2f,surf,goldeen,goldeen,35-39,10,,
28891,crystal,mt-silver,outside,walk,poliwhirl,poliwhirl,42-44,40,time/time-night,
28896,crystal,mt-silver,outside,walk,golbat,golbat,40-44,30,time/time-night,
28901,crystal,mt-silver,outside,walk,ponyta,ponyta,42,30,time/time-morning,
28906,crystal,mt-silver,outside,walk,ponyta,ponyta,42,30,time/time-day,
28911,crystal,mt-silver,outside,walk,tangela,tangela,41,30,time/time-morning,
28916,crystal,mt-silver,outside,walk,tangela,tangela,41,30,time/time-night,
28921,crystal,mt-silver,outside,walk,tangela,tangela,41,30,time/time-day,
28926,crystal,mt-silver,outside,walk,arbok,arbok,42,20,time/time-morning,
28931,crystal,mt-silver,outside,walk,arbok,arbok,42,20,time/time-day,
28936,crystal,mt-silver,outside,walk,rapidash,rapidash,44,10,time/time-morning,
28941,crystal,mt-silver,outside,walk,rapidash,rapidash,44,10,time/time-day,
28946,crystal,mt-silver,outside,walk,doduo,doduo,41,5,time/time-morning,
28951,crystal,mt-silver,outside,walk,doduo,doduo,41,5,time/time-day,
28956,crystal,mt-silver,outside,walk,dodrio,dodrio,43,5,time/time-morning,
28961,crystal,mt-silver,outside,walk,dodrio,dodrio,43,5,time/time-day,
28966,crystal,mt-silver,outside,old-rod,magikarp,magikarp,10,85,,
28971,crystal,mt-silver,outside,old-rod,poliwag,poliwag,10,15,,
28976,crystal,mt-silver,outside,good-rod,poliwag,poliwag,20,65,,
28981,crystal,mt-silver,outside,good-rod,magikarp,magikarp,20,35,,
28986,crystal,mt-silver,outside,super-rod,poliwag,poliwag,40,80,,
28991,crystal,mt-silver,outside,super-rod,magikarp,magikarp,40,20,,
28996,crystal,mt-silver,outside,surf,poliwhirl,poliwhirl,35-44,90,,
29001,crystal,mt-silver,outside,surf,poliwag,poliwag,35-39,10,,
29006,crystal,mt-silver,summit,walk,golbat,golbat,49-53,45,time/time-night,
29011,crystal,mt-silver,summit,walk,golbat,golbat,51,30,time/time-day,
29016,crystal,mt-silver,summit,walk,golbat,golbat,51,30,time/time-morning,
29021,crystal,mt-silver,summit,walk,onix,onix,48,30,time/time-morning,
29026,crystal,mt-silver,summit,walk,onix,onix,48,30,time/time-night,
29031,crystal,mt-silver,summit,walk,onix,onix,48,30,time/time-day,
29036,crystal,mt-silver,summit,walk,graveler,graveler,48,20,time/time-day,
29041,crystal,mt-silver,summit,walk,graveler,graveler,48,20,time/time-night,
29046,crystal,mt-silver,summit,walk,graveler,graveler,48,20,time/time-morning,
29051,crystal,mt-silver,summit,walk,ursaring,ursaring,50,10,time/time-day,
29056,crystal,mt-silver,summit,walk,ursaring,ursaring,50,10,time/time-morning,
29061,crystal,mt-silver,summit,walk,larvitar,larvitar,15-20,9,time/time-morning,
29066,crystal,mt-silver,summit,walk,larvitar,larvitar,15-20,9,time/time-day,
29071,crystal,mt-silver,summit,walk,golduck,golduck,45,5,time/time-night,
29076,crystal,mt-silver,summit,walk,pupitar,pupitar,20,1,time/time-day,
29081,crystal,mt-silver,summit,walk,pupitar,pupitar,20,1,time/time-morning,
29086,crystal,national-park,whole-area,walk,hoothoot,hoothoot,12-15,40,time/time-night,
29091,crystal,national-park,whole-area,walk,nidoran-f,nidoran-f,12,30,time/time-morning,
29096,crystal,national-park,whole-area,walk,nidoran-f,nidoran-f,12,30,time/time-day,
29101,crystal,national-park,whole-area,walk,nidoran-m,nidoran-m,12,30,time/time-day,
29106,crystal,national-park,whole-area,walk,nidoran-m,nidoran-m,12,30,time/time-morning,
29111,crystal,national-park,whole-area,walk,psyduck,psyduck,12,30,time/time-night,
29116,crystal,national-park,whole-area,walk,ledyba,ledyba,14,20,time/time-morning,
29121,crystal,national-park,whole-area,walk,spinarak,spinarak,14,20,time/time-night,
29126,crystal,national-park,whole-area,walk,sunkern,sunkern,14,20,time/time-day,
29131,crystal,national-park,whole-area,walk,pidgey,pidgey,13,10,time/time-morning,
29136,crystal,national-park,whole-area,walk,pidgey,pidgey,13,10,time/time-day,
29141,crystal,national-park,whole-area,walk,venonat,venonat,10,10,time/time-night,
29146,crystal,national-park,whole-area,walk,caterpie,caterpie,10,5,time/time-day,
29151,crystal,national-park,whole-area,walk,caterpie,caterpie,10,5,time/time-morning,
29156,crystal,national-park,whole-area,walk,weedle,weedle,10,5,time/time-morning,
29161,crystal,national-park,whole-area,walk,weedle,weedle,10,5,time/time-day,
29166,crystal,new-bark-town,whole-area,old-rod,magikarp,magikarp,10,85,,
29171,crystal,new-bark-town,whole-area,old-rod,tentacool,tentacool,10,15,,
29176,crystal,new-bark-town,whole-area,good-rod,tentacool,tentacool,20,35,,
29181,crystal,new-bark-town,whole-area,good-rod,magikarp,magikarp,20,35,,
29186,crystal,new-bark-town,whole-area,good-rod,chinchou,chinchou,20,20,,
29191,crystal,new-bark-town,whole-area,good-rod,shellder,shellder,20,10,,
29196,crystal,new-bark-town,whole-area,super-rod,chinchou,chinchou,40,40,,
29201,crystal,new-bark-town,whole-area,super-rod,shellder,shellder,40,30,,
29206,crystal,new-bark-town,whole-area,super-rod,tentacruel,tentacruel,40,20,,
29211,crystal,new-bark-town,whole-area,super-rod,lanturn,lanturn,40,10,,
29216,crystal,new-bark-town,whole-area,surf,tentacool,tentacool,15-24,90,,
29221,crystal,new-bark-town,whole-area,surf,tentacruel,tentacruel,20-24,10,,
29226,crystal,new-bark-town,whole-area,gift,chikorita,chikorita,5,,,
29231,crystal,new-bark-town,whole-area,gift,cyndaquil,cyndaquil,5,,,
29236,crystal,new-bark-town,whole-area,gift,totodile,totodile,5,,,
29241,crystal,olivine-city,whole-area,old-rod,magikarp,magikarp,10,85,,
29246,crystal,olivine-city,whole-area,old-rod,krabby,krabby,10,15,,
29251,crystal,olivine-city,whole-area,good-rod,krabby,krabby,20,55,time/time-morning,
29256,crystal,olivine-city,whole-area,good-rod,krabby,krabby,20,55,time/time-day,
29261,crystal,olivine-city,whole-area,good-rod,krabby,krabby,20,55,time/time-night,
29266,crystal,olivine-city,whole-area,good-rod,magikarp,magikarp,20,35,time/time-morning,
29271,crystal,olivine-city,whole-area,good-rod,magikarp,magikarp,20,35,time/time-night,
29276,crystal,olivine-city,whole-area,good-rod,magikarp,magikarp,20,35,time/time-day,
29281,crystal,olivine-city,whole-area,good-rod,staryu,staryu,20,10,time/time-night,
29286,crystal,olivine-city,whole-area,good-rod,corsola,corsola,20,10,time/time-morning,
29291,crystal,olivine-city,whole-area,good-rod,corsola,corsola,20,10,time/time-day,
29296,crystal,olivine-city,whole-area,super-rod,krabby,krabby,40,60,time/time-morning,
29301,crystal,olivine-city,whole-area,super-rod,krabby,krabby,40,60,time/time-day,
29306,crystal,olivine-city,whole-area,super-rod,krabby,krabby,40,60,time/time-night,
29311,crystal,olivine-city,whole-area,super-rod,staryu,staryu,40,30,time/time-night,
29316,crystal,olivine-city,whole-area,super-rod,corsola,corsola,40,30,time/time-day,
29321,crystal,olivine-city,whole-area,super-rod,corsola,corsola,40,30,time/time-morning,
29326,crystal,olivine-city,whole-area,super-rod,kingler,kingler,40,10,time/time-morning,
29331,crystal,olivine-city,whole-area,super-rod,kingler,kingler,40,10,time/time-day,
29336,crystal,olivine-city,whole-area,super-rod,kingler,kingler,40,10,time/time-night,
29341,crystal,olivine-city,whole-area,surf,tentacool,tentacool,15-24,90,,
29346,crystal,olivine-city,whole-area,surf,tentacruel,tentacruel,20-24,10,,
29351,crystal,pallet-town,whole-area,old-rod,magikarp,magikarp,10,85,,
29356,crystal,pallet-town,whole-area,old-rod,tentacool,tentacool,10,15,,
29361,crystal,pallet-town,whole-area,good-rod,tentacool,tentacool,20,35,,
29366,crystal,pallet-town,whole-area,good-rod,magikarp,magikarp,20,35,,
29371,crystal,pallet-town,whole-area,good-rod,chinchou,chinchou,20,20,,
29376,crystal,pallet-town,whole-area,good-rod,shellder,shellder,20,10,,
29381,crystal,pallet-town,whole-area,super-rod,chinchou,chinchou,40,40,,
29386,crystal,pallet-town,whole-area,super-rod,shellder,shellder,40,30,,
29391,crystal,pallet-town,whole-area,super-rod,tentacruel,tentacruel,40,20,,
29396,crystal,pallet-town,whole-area,super-rod,lanturn,lanturn,40,10,,
29401,crystal,pallet-town,whole-area,surf,tentacool,tentacool,30-39,90,,
29406,crystal,pallet-town,whole-area,surf,tentacruel,tentacruel,35-39,10,,
29411,crystal,rock-tunnel,1f,walk,geodude,geodude,11-12,50,time/time-night,
29416,crystal,rock-tunnel,1f,walk,zubat,zubat,12-15,40,time/time-night,
29421,crystal,rock-tunnel,1f,walk,geodude,geodude,11,30,time/time-day,
29426,crystal,rock-tunnel,1f,walk,geodude,geodude,11,30,time/time-morning,
29431,crystal,rock-tunnel,1f,walk,cubone,cubone,10,30,time/time-day,
29436,crystal,rock-tunnel,1f,walk,cubone,cubone,10,30,time/time-morning,
29441,crystal,rock-tunnel,1f,walk,machop,machop,12,20,time/time-day,
29446,crystal,rock-tunnel,1f,walk,machop,machop,12,20,time/time-morning,
29451,crystal,rock-tunnel,1f,walk,zubat,zubat,12,10,time/time-day,
29456,crystal,rock-tunnel,1f,walk,zubat,zubat,12,10,time/time-morning,
29461,crystal,rock-tunnel,1f,walk,haunter,haunter,17,10,time/time-night,
29466,crystal,rock-tunnel,1f,walk,machoke,machoke,15,5,time/time-day,
29471,crystal,rock-tunnel,1f,walk,machoke,machoke,15,5,time/time-morning,
29476,crystal,rock-tunnel,1f,walk,marowak,marowak,12,5,time/time-day,
29481,crystal,rock-tunnel,1f,walk,marowak,marowak,12,5,time/time-morning,
29486,crystal,rock-tunnel,b1f,walk,zubat,zubat,12-15,40,time/time-night,
29491,crystal,rock-tunnel,b1f,walk,geodude,geodude,14,30,time/time-morning,
29496,crystal,rock-tunnel,b1f,walk,geodude,geodude,14,30,time/time-day,
29501,crystal,rock-tunnel,b1f,walk,geodude,geodude,14,30,time/time-night,
29506,crystal,rock-tunnel,b1f,walk,cubone,cubone,12,30,time/time-day,
29511,crystal,rock-tunnel,b1f,walk,cubone,cubone,12,30,time/time-morning,
29516,crystal,rock-tunnel,b1f,walk,onix,onix,16,20,time/time-morning,
29521,crystal,rock-tunnel,b1f,walk,onix,onix,16,20,time/time-night,
29526,crystal,rock-tunnel,b1f,walk,onix,onix,16,20,time/time-day,
29531,crystal,rock-tunnel,b1f,walk,zubat,zubat,12,10,time/time-day,
29536,crystal,rock-tunnel,b1f,walk,zubat,zubat,12,10,time/time-morning,
29541,crystal,rock-tunnel,b1f,walk,golbat,golbat,15,5,time/time-night,
29546,crystal,rock-tunnel,b1f,walk,haunter,haunter,15,5,time/time-night,
29551,crystal,rock-tunnel,b1f,walk,marowak,marowak,15,5,time/time-day,
29556,crystal,rock-tunnel,b1f,walk,marowak,marowak,15,5,time/time-morning,
29561,crystal,rock-tunnel,b1f,walk,kangaskhan,kangaskhan,15,5,time/time-day,
29566,crystal,rock-tunnel,b1f,walk,kangaskhan,kangaskhan,15,5,time/time-morning,
29571,crystal,ruins-of-alph,interior-a,walk,unown,unown,5,100,,
29576,crystal,ruins-of-alph,interior-b,walk,unown,unown,5,100,,
29581,crystal,ruins-of-alph,interior-c,walk,unown,unown,5,100,,
29586,crystal,ruins-of-alph,interior-d,walk,unown,unown,5,100,,
29591,crystal,ruins-of-alph,outside,walk,natu,natu,18-24,90,time/time-morning,
29596,crystal,ruins-of-alph,outside,walk,natu,natu,18-24,90,time/time-night,
29601,crystal,ruins-of-alph,outside,walk,natu,natu,18-24,90,time/time-day,
29606,crystal,ruins-of-alph,outside,walk,smeargle,smeargle,20-22,10,time/time-day,
29611,crystal,ruins-of-alph,outside,walk,wooper,wooper,20,5,time/time-morning,
29616,crystal,ruins-of-alph,outside,walk,wooper,wooper,22,5,time/time-night,
29621,crystal,ruins-of-alph,outside,walk,quagsire,quagsire,22,5,time/time-morning,
29626,crystal,ruins-of-alph,outside,walk,quagsire,quagsire,22,5,time/time-night,
29631,crystal,ruins-of-alph,outside,old-rod,magikarp,magikarp,10,85,,
29636,crystal,ruins-of-alph,outside,old-rod,poliwag,poliwag,10,15,,
29641,crystal,ruins-of-alph,outside,good-rod,poliwag,poliwag,20,65,,
29646,crystal,ruins-of-alph,outside,good-rod,magikarp,magikarp,20,35,,
29651,crystal,ruins-of-alph,outside,super-rod,poliwag,poliwag,40,80,,
29656,crystal,ruins-of-alph,outside,super-rod,magikarp,magikarp,40,20,,
29661,crystal,ruins-of-alph,outside,surf,wooper,wooper,15-19,60,,
29666,crystal,ruins-of-alph,outside,surf,quagsire,quagsire,14-24,40,,
29671,crystal,slowpoke-well,1f,walk,zubat,zubat,5-8,85,,
29676,crystal,slowpoke-well,1f,walk,slowpoke,slowpoke,6-8,15,,
29681,crystal,slowpoke-well,1f,old-rod,magikarp,magikarp,10,85,,
29686,crystal,slowpoke-well,1f,old-rod,goldeen,goldeen,10,15,,
29691,crystal,slowpoke-well,1f,good-rod,goldeen,goldeen,20,65,,
29696,crystal,slowpoke-well,1f,good-rod,magikarp,magikarp,20,35,,
